[epoch:0, iter:1] avg_LOSS: 2.494 | avg_ACC: 9.375% 
[epoch:2, iter:2212] avg_LOSS: 0.543 | avg_ACC: 81.178% 
[epoch:2, iter:2213] avg_LOSS: 0.543 | avg_ACC: 81.173% 
[epoch:2, iter:2214] avg_LOSS: 0.543 | avg_ACC: 81.175% 
[epoch:2, iter:2215] avg_LOSS: 0.543 | avg_ACC: 81.176% 
[epoch:2, iter:2216] avg_LOSS: 0.543 | avg_ACC: 81.173% 
[epoch:2, iter:2217] avg_LOSS: 0.543 | avg_ACC: 81.173% 
[epoch:2, iter:2218] avg_LOSS: 0.543 | avg_ACC: 81.174% 
[epoch:2, iter:2219] avg_LOSS: 0.544 | avg_ACC: 81.174% 
[epoch:2, iter:2220] avg_LOSS: 0.544 | avg_ACC: 81.181% 
[epoch:2, iter:2221] avg_LOSS: 0.543 | avg_ACC: 81.202% 
[epoch:2, iter:2222] avg_LOSS: 0.543 | avg_ACC: 81.200% 
[epoch:2, iter:2223] avg_LOSS: 0.544 | avg_ACC: 81.174% 
[epoch:2, iter:2224] avg_LOSS: 0.544 | avg_ACC: 81.158% 
[epoch:2, iter:2225] avg_LOSS: 0.544 | avg_ACC: 81.155% 
[epoch:2, iter:2226] avg_LOSS: 0.544 | avg_ACC: 81.165% 
[epoch:2, iter:2227] avg_LOSS: 0.543 | avg_ACC: 81.177% 
[epoch:2, iter:2228] avg_LOSS: 0.543 | avg_ACC: 81.186% 
[epoch:2, iter:2229] avg_LOSS: 0.543 | avg_ACC: 81.198% 
[epoch:2, iter:2230] avg_LOSS: 0.543 | avg_ACC: 81.224% 
[epoch:2, iter:2231] avg_LOSS: 0.543 | avg_ACC: 81.222% 
[epoch:2, iter:2232] avg_LOSS: 0.543 | avg_ACC: 81.227% 
[epoch:2, iter:2233] avg_LOSS: 0.543 | avg_ACC: 81.234% 
[epoch:2, iter:2234] avg_LOSS: 0.543 | avg_ACC: 81.238% 
[epoch:2, iter:2235] avg_LOSS: 0.542 | avg_ACC: 81.245% 
[epoch:2, iter:2236] avg_LOSS: 0.542 | avg_ACC: 81.259% 
[epoch:2, iter:2237] avg_LOSS: 0.543 | avg_ACC: 81.257% 
[epoch:2, iter:2238] avg_LOSS: 0.543 | avg_ACC: 81.255% 
[epoch:2, iter:2239] avg_LOSS: 0.542 | avg_ACC: 81.266% 
[epoch:2, iter:2240] avg_LOSS: 0.542 | avg_ACC: 81.268% 
[epoch:2, iter:2241] avg_LOSS: 0.542 | avg_ACC: 81.257% 
[epoch:2, iter:2242] avg_LOSS: 0.543 | avg_ACC: 81.241% 
[epoch:2, iter:2243] avg_LOSS: 0.543 | avg_ACC: 81.243% 
[epoch:2, iter:2244] avg_LOSS: 0.543 | avg_ACC: 81.243% 
[epoch:2, iter:2245] avg_LOSS: 0.543 | avg_ACC: 81.255% 
[epoch:2, iter:2246] avg_LOSS: 0.543 | avg_ACC: 81.268% 
[epoch:2, iter:2247] avg_LOSS: 0.543 | avg_ACC: 81.275% 
[epoch:2, iter:2248] avg_LOSS: 0.543 | avg_ACC: 81.273% 
[epoch:2, iter:2249] avg_LOSS: 0.543 | avg_ACC: 81.261% 
[epoch:2, iter:2250] avg_LOSS: 0.543 | avg_ACC: 81.266% 
[epoch:2, iter:2251] avg_LOSS: 0.543 | avg_ACC: 81.270% 
[epoch:2, iter:2252] avg_LOSS: 0.543 | avg_ACC: 81.261% 
[epoch:2, iter:2253] avg_LOSS: 0.543 | avg_ACC: 81.268% 
[epoch:2, iter:2254] avg_LOSS: 0.543 | avg_ACC: 81.268% 
[epoch:2, iter:2255] avg_LOSS: 0.543 | avg_ACC: 81.270% 
[epoch:2, iter:2256] avg_LOSS: 0.543 | avg_ACC: 81.275% 
[epoch:2, iter:2257] avg_LOSS: 0.543 | avg_ACC: 81.273% 
[epoch:2, iter:2258] avg_LOSS: 0.543 | avg_ACC: 81.264% 
[epoch:2, iter:2259] avg_LOSS: 0.544 | avg_ACC: 81.261% 
[epoch:2, iter:2260] avg_LOSS: 0.544 | avg_ACC: 81.257% 
[epoch:2, iter:2261] avg_LOSS: 0.544 | avg_ACC: 81.248% 
[epoch:2, iter:2262] avg_LOSS: 0.544 | avg_ACC: 81.228% 
[epoch:2, iter:2263] avg_LOSS: 0.545 | avg_ACC: 81.228% 
[epoch:2, iter:2264] avg_LOSS: 0.544 | avg_ACC: 81.234% 
[epoch:2, iter:2265] avg_LOSS: 0.544 | avg_ACC: 81.228% 
[epoch:2, iter:2266] avg_LOSS: 0.544 | avg_ACC: 81.230% 
[epoch:2, iter:2267] avg_LOSS: 0.544 | avg_ACC: 81.246% 
[epoch:2, iter:2268] avg_LOSS: 0.544 | avg_ACC: 81.250% 
[epoch:2, iter:2269] avg_LOSS: 0.544 | avg_ACC: 81.248% 
[epoch:2, iter:2270] avg_LOSS: 0.544 | avg_ACC: 81.246% 
[epoch:2, iter:2271] avg_LOSS: 0.543 | avg_ACC: 81.263% 
[epoch:2, iter:2272] avg_LOSS: 0.543 | avg_ACC: 81.259% 
[epoch:2, iter:2273] avg_LOSS: 0.543 | avg_ACC: 81.261% 
[epoch:2, iter:2274] avg_LOSS: 0.543 | avg_ACC: 81.259% 
[epoch:2, iter:2275] avg_LOSS: 0.543 | avg_ACC: 81.263% 
[epoch:2, iter:2276] avg_LOSS: 0.543 | avg_ACC: 81.259% 
[epoch:2, iter:2277] avg_LOSS: 0.543 | avg_ACC: 81.254% 
[epoch:2, iter:2278] avg_LOSS: 0.543 | avg_ACC: 81.263% 
[epoch:2, iter:2279] avg_LOSS: 0.543 | avg_ACC: 81.252% 
[epoch:2, iter:2280] avg_LOSS: 0.543 | avg_ACC: 81.248% 
[epoch:2, iter:2281] avg_LOSS: 0.543 | avg_ACC: 81.246% 
[epoch:2, iter:2282] avg_LOSS: 0.543 | avg_ACC: 81.248% 
[epoch:2, iter:2283] avg_LOSS: 0.543 | avg_ACC: 81.252% 
[epoch:2, iter:2284] avg_LOSS: 0.543 | avg_ACC: 81.267% 
[epoch:2, iter:2285] avg_LOSS: 0.543 | avg_ACC: 81.270% 
[epoch:2, iter:2286] avg_LOSS: 0.542 | avg_ACC: 81.269% 
[epoch:2, iter:2287] avg_LOSS: 0.543 | avg_ACC: 81.267% 
[epoch:2, iter:2288] avg_LOSS: 0.543 | avg_ACC: 81.272% 
[epoch:2, iter:2289] avg_LOSS: 0.543 | avg_ACC: 81.272% 
[epoch:2, iter:2290] avg_LOSS: 0.543 | avg_ACC: 81.274% 
[epoch:2, iter:2291] avg_LOSS: 0.543 | avg_ACC: 81.271% 
[epoch:2, iter:2292] avg_LOSS: 0.543 | avg_ACC: 81.271% 
[epoch:2, iter:2293] avg_LOSS: 0.543 | avg_ACC: 81.274% 
[epoch:2, iter:2294] avg_LOSS: 0.543 | avg_ACC: 81.280% 
[epoch:2, iter:2295] avg_LOSS: 0.543 | avg_ACC: 81.278% 
[epoch:2, iter:2296] avg_LOSS: 0.543 | avg_ACC: 81.267% 
[epoch:2, iter:2297] avg_LOSS: 0.543 | avg_ACC: 81.265% 
[epoch:2, iter:2298] avg_LOSS: 0.543 | avg_ACC: 81.263% 
[epoch:2, iter:2299] avg_LOSS: 0.543 | avg_ACC: 81.267% 
[epoch:2, iter:2300] avg_LOSS: 0.543 | avg_ACC: 81.254% 
[epoch:2, iter:2301] avg_LOSS: 0.543 | avg_ACC: 81.248% 
[epoch:2, iter:2302] avg_LOSS: 0.543 | avg_ACC: 81.248% 
[epoch:2, iter:2303] avg_LOSS: 0.543 | avg_ACC: 81.261% 
[epoch:2, iter:2304] avg_LOSS: 0.543 | avg_ACC: 81.246% 
[epoch:2, iter:2305] avg_LOSS: 0.543 | avg_ACC: 81.250% 
[epoch:2, iter:2306] avg_LOSS: 0.543 | avg_ACC: 81.248% 
[epoch:2, iter:2307] avg_LOSS: 0.543 | avg_ACC: 81.239% 
[epoch:2, iter:2308] avg_LOSS: 0.543 | avg_ACC: 81.244% 
[epoch:2, iter:2309] avg_LOSS: 0.543 | avg_ACC: 81.246% 
[epoch:2, iter:2310] avg_LOSS: 0.543 | avg_ACC: 81.248% 
[epoch:2, iter:2311] avg_LOSS: 0.543 | avg_ACC: 81.246% 
[epoch:2, iter:2312] avg_LOSS: 0.543 | avg_ACC: 81.242% 
[epoch:2, iter:2313] avg_LOSS: 0.543 | avg_ACC: 81.242% 
[epoch:2, iter:2314] avg_LOSS: 0.543 | avg_ACC: 81.235% 
[epoch:2, iter:2315] avg_LOSS: 0.543 | avg_ACC: 81.244% 
[epoch:2, iter:2316] avg_LOSS: 0.543 | avg_ACC: 81.235% 
[epoch:2, iter:2317] avg_LOSS: 0.543 | avg_ACC: 81.242% 
[epoch:2, iter:2318] avg_LOSS: 0.544 | avg_ACC: 81.223% 
[epoch:2, iter:2319] avg_LOSS: 0.544 | avg_ACC: 81.211% 
[epoch:2, iter:2320] avg_LOSS: 0.544 | avg_ACC: 81.202% 
[epoch:2, iter:2321] avg_LOSS: 0.544 | avg_ACC: 81.200% 
[epoch:2, iter:2322] avg_LOSS: 0.544 | avg_ACC: 81.188% 
[epoch:2, iter:2323] avg_LOSS: 0.544 | avg_ACC: 81.188% 
[epoch:2, iter:2324] avg_LOSS: 0.545 | avg_ACC: 81.188% 
[epoch:2, iter:2325] avg_LOSS: 0.544 | avg_ACC: 81.193% 
[epoch:2, iter:2326] avg_LOSS: 0.544 | avg_ACC: 81.193% 
[epoch:2, iter:2327] avg_LOSS: 0.544 | avg_ACC: 81.187% 
[epoch:2, iter:2328] avg_LOSS: 0.544 | avg_ACC: 81.201% 
[epoch:2, iter:2329] avg_LOSS: 0.544 | avg_ACC: 81.191% 
[epoch:2, iter:2330] avg_LOSS: 0.544 | avg_ACC: 81.197% 
[epoch:2, iter:2331] avg_LOSS: 0.544 | avg_ACC: 81.203% 
[epoch:2, iter:2332] avg_LOSS: 0.544 | avg_ACC: 81.201% 
[epoch:2, iter:2333] avg_LOSS: 0.544 | avg_ACC: 81.195% 
[epoch:2, iter:2334] avg_LOSS: 0.544 | avg_ACC: 81.195% 
[epoch:2, iter:2335] avg_LOSS: 0.545 | avg_ACC: 81.185% 
[epoch:2, iter:2336] avg_LOSS: 0.544 | avg_ACC: 81.187% 
[epoch:2, iter:2337] avg_LOSS: 0.544 | avg_ACC: 81.187% 
[epoch:2, iter:2338] avg_LOSS: 0.544 | avg_ACC: 81.191% 
[epoch:2, iter:2339] avg_LOSS: 0.544 | avg_ACC: 81.194% 
[epoch:2, iter:2340] avg_LOSS: 0.545 | avg_ACC: 81.175% 
[epoch:2, iter:2341] avg_LOSS: 0.545 | avg_ACC: 81.172% 
[epoch:2, iter:2342] avg_LOSS: 0.545 | avg_ACC: 81.164% 
[epoch:2, iter:2343] avg_LOSS: 0.545 | avg_ACC: 81.174% 
[epoch:2, iter:2344] avg_LOSS: 0.545 | avg_ACC: 81.186% 
[epoch:2, iter:2345] avg_LOSS: 0.545 | avg_ACC: 81.192% 
[epoch:2, iter:2346] avg_LOSS: 0.545 | avg_ACC: 81.188% 
[epoch:3, iter:2347] avg_LOSS: 0.430 | avg_ACC: 82.812% 
[epoch:3, iter:2348] avg_LOSS: 0.326 | avg_ACC: 86.719% 
[epoch:3, iter:2349] avg_LOSS: 0.426 | avg_ACC: 83.333% 
[epoch:3, iter:2350] avg_LOSS: 0.394 | avg_ACC: 84.766% 
[epoch:3, iter:2351] avg_LOSS: 0.421 | avg_ACC: 83.438% 
[epoch:3, iter:2352] avg_LOSS: 0.414 | avg_ACC: 83.854% 
[epoch:3, iter:2353] avg_LOSS: 0.432 | avg_ACC: 84.152% 
[epoch:3, iter:2354] avg_LOSS: 0.438 | avg_ACC: 83.789% 
[epoch:3, iter:2355] avg_LOSS: 0.425 | avg_ACC: 84.722% 
[epoch:3, iter:2356] avg_LOSS: 0.422 | avg_ACC: 84.531% 
[epoch:3, iter:2357] avg_LOSS: 0.414 | avg_ACC: 84.943% 
[epoch:3, iter:2358] avg_LOSS: 0.416 | avg_ACC: 84.635% 
[epoch:3, iter:2359] avg_LOSS: 0.408 | avg_ACC: 84.856% 
[epoch:3, iter:2360] avg_LOSS: 0.407 | avg_ACC: 84.821% 
[epoch:3, iter:2361] avg_LOSS: 0.412 | avg_ACC: 84.792% 
[epoch:3, iter:2362] avg_LOSS: 0.417 | avg_ACC: 84.961% 
[epoch:3, iter:2363] avg_LOSS: 0.417 | avg_ACC: 85.018% 
[epoch:3, iter:2364] avg_LOSS: 0.413 | avg_ACC: 85.330% 
[epoch:3, iter:2365] avg_LOSS: 0.418 | avg_ACC: 85.362% 
[epoch:3, iter:2366] avg_LOSS: 0.418 | avg_ACC: 85.469% 
[epoch:3, iter:2367] avg_LOSS: 0.423 | avg_ACC: 85.342% 
[epoch:3, iter:2368] avg_LOSS: 0.415 | avg_ACC: 85.511% 
[epoch:3, iter:2369] avg_LOSS: 0.411 | avg_ACC: 85.530% 
[epoch:3, iter:2370] avg_LOSS: 0.409 | avg_ACC: 85.677% 
[epoch:3, iter:2371] avg_LOSS: 0.411 | avg_ACC: 85.500% 
[epoch:3, iter:2372] avg_LOSS: 0.414 | avg_ACC: 85.517% 
[epoch:3, iter:2373] avg_LOSS: 0.410 | avg_ACC: 85.532% 
[epoch:3, iter:2374] avg_LOSS: 0.416 | avg_ACC: 85.324% 
[epoch:3, iter:2375] avg_LOSS: 0.416 | avg_ACC: 85.291% 
[epoch:3, iter:2376] avg_LOSS: 0.416 | avg_ACC: 85.312% 
[epoch:3, iter:2377] avg_LOSS: 0.415 | avg_ACC: 85.282% 
[epoch:3, iter:2378] avg_LOSS: 0.410 | avg_ACC: 85.498% 
[epoch:3, iter:2379] avg_LOSS: 0.408 | avg_ACC: 85.653% 
[epoch:3, iter:2380] avg_LOSS: 0.405 | avg_ACC: 85.662% 
[epoch:3, iter:2381] avg_LOSS: 0.409 | avg_ACC: 85.625% 
[epoch:3, iter:2382] avg_LOSS: 0.410 | avg_ACC: 85.634% 
[epoch:3, iter:2383] avg_LOSS: 0.409 | avg_ACC: 85.684% 
[epoch:3, iter:2384] avg_LOSS: 0.407 | avg_ACC: 85.732% 
[epoch:3, iter:2385] avg_LOSS: 0.407 | avg_ACC: 85.817% 
[epoch:3, iter:2386] avg_LOSS: 0.406 | avg_ACC: 85.898% 
[epoch:3, iter:2387] avg_LOSS: 0.402 | avg_ACC: 85.976% 
[epoch:3, iter:2388] avg_LOSS: 0.400 | avg_ACC: 86.086% 
[epoch:3, iter:2389] avg_LOSS: 0.397 | avg_ACC: 86.156% 
[epoch:3, iter:2390] avg_LOSS: 0.395 | avg_ACC: 86.186% 
[epoch:3, iter:2391] avg_LOSS: 0.391 | avg_ACC: 86.354% 
[epoch:3, iter:2392] avg_LOSS: 0.389 | avg_ACC: 86.413% 
[epoch:3, iter:2393] avg_LOSS: 0.390 | avg_ACC: 86.403% 
[epoch:3, iter:2394] avg_LOSS: 0.392 | avg_ACC: 86.393% 
[epoch:3, iter:2395] avg_LOSS: 0.395 | avg_ACC: 86.320% 
[epoch:3, iter:2396] avg_LOSS: 0.394 | avg_ACC: 86.281% 
[epoch:3, iter:2397] avg_LOSS: 0.393 | avg_ACC: 86.305% 
[epoch:3, iter:2398] avg_LOSS: 0.391 | avg_ACC: 86.448% 
[epoch:3, iter:2399] avg_LOSS: 0.395 | avg_ACC: 86.262% 
[epoch:3, iter:2400] avg_LOSS: 0.398 | avg_ACC: 86.169% 
[epoch:3, iter:2401] avg_LOSS: 0.396 | avg_ACC: 86.250% 
[epoch:3, iter:2402] avg_LOSS: 0.395 | avg_ACC: 86.300% 
[epoch:3, iter:2403] avg_LOSS: 0.393 | avg_ACC: 86.349% 
[epoch:3, iter:2404] avg_LOSS: 0.391 | avg_ACC: 86.449% 
[epoch:3, iter:2405] avg_LOSS: 0.389 | avg_ACC: 86.520% 
[epoch:3, iter:2406] avg_LOSS: 0.387 | avg_ACC: 86.589% 
[epoch:3, iter:2407] avg_LOSS: 0.386 | avg_ACC: 86.629% 
[epoch:3, iter:2408] avg_LOSS: 0.383 | avg_ACC: 86.719% 
[epoch:3, iter:2409] avg_LOSS: 0.382 | avg_ACC: 86.706% 
[epoch:3, iter:2410] avg_LOSS: 0.382 | avg_ACC: 86.719% 
[epoch:3, iter:2411] avg_LOSS: 0.381 | avg_ACC: 86.731% 
[epoch:3, iter:2412] avg_LOSS: 0.380 | avg_ACC: 86.813% 
[epoch:3, iter:2413] avg_LOSS: 0.378 | avg_ACC: 86.894% 
[epoch:3, iter:2414] avg_LOSS: 0.380 | avg_ACC: 86.857% 
[epoch:3, iter:2415] avg_LOSS: 0.381 | avg_ACC: 86.798% 
[epoch:3, iter:2416] avg_LOSS: 0.379 | avg_ACC: 86.875% 
[epoch:3, iter:2417] avg_LOSS: 0.377 | avg_ACC: 86.950% 
[epoch:3, iter:2418] avg_LOSS: 0.377 | avg_ACC: 87.001% 
[epoch:3, iter:2419] avg_LOSS: 0.378 | avg_ACC: 86.986% 
[epoch:3, iter:2420] avg_LOSS: 0.377 | avg_ACC: 87.035% 
[epoch:3, iter:2421] avg_LOSS: 0.377 | avg_ACC: 87.021% 
[epoch:3, iter:2422] avg_LOSS: 0.377 | avg_ACC: 87.048% 
[epoch:3, iter:2423] avg_LOSS: 0.377 | avg_ACC: 87.054% 
[epoch:3, iter:2424] avg_LOSS: 0.378 | avg_ACC: 86.979% 
[epoch:3, iter:2425] avg_LOSS: 0.378 | avg_ACC: 86.946% 
[epoch:3, iter:2426] avg_LOSS: 0.380 | avg_ACC: 86.875% 
[epoch:3, iter:2427] avg_LOSS: 0.378 | avg_ACC: 86.960% 
[epoch:3, iter:2428] avg_LOSS: 0.378 | avg_ACC: 87.005% 
[epoch:3, iter:2429] avg_LOSS: 0.377 | avg_ACC: 87.011% 
[epoch:3, iter:2430] avg_LOSS: 0.377 | avg_ACC: 86.979% 
[epoch:3, iter:2431] avg_LOSS: 0.377 | avg_ACC: 86.985% 
[epoch:3, iter:2432] avg_LOSS: 0.376 | avg_ACC: 87.028% 
[epoch:3, iter:2433] avg_LOSS: 0.375 | avg_ACC: 87.051% 
[epoch:3, iter:2434] avg_LOSS: 0.374 | avg_ACC: 87.056% 
[epoch:3, iter:2435] avg_LOSS: 0.375 | avg_ACC: 87.008% 
[epoch:3, iter:2436] avg_LOSS: 0.375 | avg_ACC: 86.979% 
[epoch:3, iter:2437] avg_LOSS: 0.375 | avg_ACC: 87.002% 
[epoch:3, iter:2438] avg_LOSS: 0.374 | avg_ACC: 87.058% 
[epoch:3, iter:2439] avg_LOSS: 0.373 | avg_ACC: 87.063% 
[epoch:3, iter:2440] avg_LOSS: 0.373 | avg_ACC: 87.101% 
[epoch:3, iter:2441] avg_LOSS: 0.374 | avg_ACC: 87.007% 
[epoch:3, iter:2442] avg_LOSS: 0.373 | avg_ACC: 87.028% 
[epoch:3, iter:2443] avg_LOSS: 0.373 | avg_ACC: 87.049% 
[epoch:3, iter:2444] avg_LOSS: 0.373 | avg_ACC: 87.038% 
[epoch:3, iter:2445] avg_LOSS: 0.373 | avg_ACC: 87.011% 
[epoch:3, iter:2446] avg_LOSS: 0.374 | avg_ACC: 87.000% 
[epoch:3, iter:2447] avg_LOSS: 0.375 | avg_ACC: 86.989% 
[epoch:3, iter:2448] avg_LOSS: 0.376 | avg_ACC: 86.979% 
[epoch:3, iter:2449] avg_LOSS: 0.374 | avg_ACC: 86.999% 
[epoch:3, iter:2450] avg_LOSS: 0.375 | avg_ACC: 86.989% 
[epoch:3, iter:2451] avg_LOSS: 0.374 | avg_ACC: 87.024% 
[epoch:3, iter:2452] avg_LOSS: 0.373 | avg_ACC: 87.014% 
[epoch:3, iter:2453] avg_LOSS: 0.374 | avg_ACC: 86.945% 
[epoch:3, iter:2454] avg_LOSS: 0.373 | avg_ACC: 86.979% 
[epoch:3, iter:2455] avg_LOSS: 0.373 | avg_ACC: 87.013% 
[epoch:3, iter:2456] avg_LOSS: 0.376 | avg_ACC: 86.932% 
[epoch:3, iter:2457] avg_LOSS: 0.378 | avg_ACC: 86.881% 
[epoch:3, iter:2458] avg_LOSS: 0.379 | avg_ACC: 86.830% 
[epoch:3, iter:2459] avg_LOSS: 0.380 | avg_ACC: 86.809% 
[epoch:3, iter:2460] avg_LOSS: 0.380 | avg_ACC: 86.828% 
[epoch:3, iter:2461] avg_LOSS: 0.380 | avg_ACC: 86.848% 
[epoch:3, iter:2462] avg_LOSS: 0.380 | avg_ACC: 86.827% 
[epoch:3, iter:2463] avg_LOSS: 0.379 | avg_ACC: 86.819% 
[epoch:3, iter:2464] avg_LOSS: 0.381 | avg_ACC: 86.758% 
[epoch:3, iter:2465] avg_LOSS: 0.381 | avg_ACC: 86.765% 
[epoch:3, iter:2466] avg_LOSS: 0.381 | avg_ACC: 86.732% 
[epoch:3, iter:2467] avg_LOSS: 0.382 | avg_ACC: 86.751% 
[epoch:3, iter:2468] avg_LOSS: 0.382 | avg_ACC: 86.719% 
[epoch:3, iter:2469] avg_LOSS: 0.382 | avg_ACC: 86.725% 
[epoch:3, iter:2470] avg_LOSS: 0.381 | avg_ACC: 86.744% 
[epoch:3, iter:2471] avg_LOSS: 0.381 | avg_ACC: 86.750% 
[epoch:3, iter:2472] avg_LOSS: 0.381 | avg_ACC: 86.768% 
[epoch:3, iter:2473] avg_LOSS: 0.382 | avg_ACC: 86.737% 
[epoch:3, iter:2474] avg_LOSS: 0.382 | avg_ACC: 86.731% 
[epoch:3, iter:2475] avg_LOSS: 0.381 | avg_ACC: 86.749% 
[epoch:3, iter:2476] avg_LOSS: 0.383 | avg_ACC: 86.647% 
[epoch:3, iter:2477] avg_LOSS: 0.383 | avg_ACC: 86.653% 
[epoch:3, iter:2478] avg_LOSS: 0.383 | avg_ACC: 86.636% 
[epoch:3, iter:2479] avg_LOSS: 0.382 | avg_ACC: 86.689% 
[epoch:3, iter:2480] avg_LOSS: 0.382 | avg_ACC: 86.707% 
[epoch:3, iter:2481] avg_LOSS: 0.384 | avg_ACC: 86.644% 
[epoch:3, iter:2482] avg_LOSS: 0.383 | avg_ACC: 86.650% 
[epoch:3, iter:2483] avg_LOSS: 0.383 | avg_ACC: 86.690% 
[epoch:3, iter:2484] avg_LOSS: 0.383 | avg_ACC: 86.707% 
[epoch:3, iter:2485] avg_LOSS: 0.383 | avg_ACC: 86.713% 
[epoch:3, iter:2486] avg_LOSS: 0.383 | avg_ACC: 86.663% 
[epoch:3, iter:2487] avg_LOSS: 0.383 | avg_ACC: 86.680% 
[epoch:3, iter:2488] avg_LOSS: 0.383 | avg_ACC: 86.653% 
[epoch:3, iter:2489] avg_LOSS: 0.383 | avg_ACC: 86.648% 
[epoch:3, iter:2490] avg_LOSS: 0.382 | avg_ACC: 86.686% 
[epoch:3, iter:2491] avg_LOSS: 0.381 | avg_ACC: 86.681% 
[epoch:3, iter:2492] avg_LOSS: 0.381 | avg_ACC: 86.697% 
[epoch:3, iter:2493] avg_LOSS: 0.383 | avg_ACC: 86.639% 
[epoch:3, iter:2494] avg_LOSS: 0.383 | avg_ACC: 86.634% 
[epoch:3, iter:2495] avg_LOSS: 0.384 | avg_ACC: 86.630% 
[epoch:3, iter:2496] avg_LOSS: 0.385 | avg_ACC: 86.604% 
[epoch:3, iter:2497] avg_LOSS: 0.385 | avg_ACC: 86.600% 
[epoch:3, iter:2498] avg_LOSS: 0.386 | avg_ACC: 86.595% 
[epoch:3, iter:2499] avg_LOSS: 0.386 | avg_ACC: 86.591% 
[epoch:3, iter:2500] avg_LOSS: 0.387 | avg_ACC: 86.567% 
[epoch:3, iter:2501] avg_LOSS: 0.386 | avg_ACC: 86.603% 
[epoch:3, iter:2502] avg_LOSS: 0.386 | avg_ACC: 86.609% 
[epoch:3, iter:2503] avg_LOSS: 0.386 | avg_ACC: 86.614% 
[epoch:3, iter:2504] avg_LOSS: 0.385 | avg_ACC: 86.620% 
[epoch:3, iter:2505] avg_LOSS: 0.385 | avg_ACC: 86.655% 
[epoch:3, iter:2506] avg_LOSS: 0.385 | avg_ACC: 86.650% 
[epoch:3, iter:2507] avg_LOSS: 0.384 | avg_ACC: 86.665% 
[epoch:3, iter:2508] avg_LOSS: 0.385 | avg_ACC: 86.651% 
[epoch:3, iter:2509] avg_LOSS: 0.384 | avg_ACC: 86.666% 
[epoch:3, iter:2510] avg_LOSS: 0.385 | avg_ACC: 86.662% 
[epoch:3, iter:2511] avg_LOSS: 0.385 | avg_ACC: 86.638% 
[epoch:3, iter:2512] avg_LOSS: 0.385 | avg_ACC: 86.634% 
[epoch:3, iter:2513] avg_LOSS: 0.385 | avg_ACC: 86.592% 
[epoch:3, iter:2514] avg_LOSS: 0.385 | avg_ACC: 86.607% 
[epoch:3, iter:2515] avg_LOSS: 0.386 | avg_ACC: 86.566% 
[epoch:3, iter:2516] avg_LOSS: 0.386 | avg_ACC: 86.572% 
[epoch:3, iter:2517] avg_LOSS: 0.386 | avg_ACC: 86.559% 
[epoch:3, iter:2518] avg_LOSS: 0.386 | avg_ACC: 86.546% 
[epoch:3, iter:2519] avg_LOSS: 0.386 | avg_ACC: 86.561% 
[epoch:3, iter:2520] avg_LOSS: 0.387 | avg_ACC: 86.530% 
[epoch:3, iter:2521] avg_LOSS: 0.387 | avg_ACC: 86.518% 
[epoch:3, iter:2522] avg_LOSS: 0.387 | avg_ACC: 86.479% 
[epoch:3, iter:2523] avg_LOSS: 0.387 | avg_ACC: 86.476% 
[epoch:3, iter:2524] avg_LOSS: 0.387 | avg_ACC: 86.455% 
[epoch:3, iter:2525] avg_LOSS: 0.387 | avg_ACC: 86.426% 
[epoch:3, iter:2526] avg_LOSS: 0.389 | avg_ACC: 86.389% 
[epoch:3, iter:2527] avg_LOSS: 0.389 | avg_ACC: 86.404% 
[epoch:3, iter:2528] avg_LOSS: 0.389 | avg_ACC: 86.418% 
[epoch:3, iter:2529] avg_LOSS: 0.389 | avg_ACC: 86.433% 
[epoch:3, iter:2530] avg_LOSS: 0.389 | avg_ACC: 86.405% 
[epoch:3, iter:2531] avg_LOSS: 0.389 | avg_ACC: 86.394% 
[epoch:3, iter:2532] avg_LOSS: 0.389 | avg_ACC: 86.416% 
[epoch:3, iter:2533] avg_LOSS: 0.389 | avg_ACC: 86.422% 
[epoch:3, iter:2534] avg_LOSS: 0.388 | avg_ACC: 86.444% 
[epoch:3, iter:2535] avg_LOSS: 0.388 | avg_ACC: 86.458% 
[epoch:3, iter:2536] avg_LOSS: 0.388 | avg_ACC: 86.447% 
[epoch:3, iter:2537] avg_LOSS: 0.387 | avg_ACC: 86.437% 
[epoch:3, iter:2538] avg_LOSS: 0.387 | avg_ACC: 86.418% 
[epoch:3, iter:2539] avg_LOSS: 0.387 | avg_ACC: 86.439% 
[epoch:3, iter:2540] avg_LOSS: 0.388 | avg_ACC: 86.453% 
[epoch:3, iter:2541] avg_LOSS: 0.387 | avg_ACC: 86.498% 
[epoch:3, iter:2542] avg_LOSS: 0.386 | avg_ACC: 86.551% 
[epoch:3, iter:2543] avg_LOSS: 0.386 | avg_ACC: 86.572% 
[epoch:3, iter:2544] avg_LOSS: 0.386 | avg_ACC: 86.569% 
[epoch:3, iter:2545] avg_LOSS: 0.386 | avg_ACC: 86.566% 
[epoch:3, iter:2546] avg_LOSS: 0.386 | avg_ACC: 86.539% 
[epoch:3, iter:2547] avg_LOSS: 0.385 | avg_ACC: 86.544% 
[epoch:3, iter:2548] avg_LOSS: 0.386 | avg_ACC: 86.549% 
[epoch:3, iter:2549] avg_LOSS: 0.387 | avg_ACC: 86.538% 
[epoch:3, iter:2550] avg_LOSS: 0.386 | avg_ACC: 86.573% 
[epoch:3, iter:2551] avg_LOSS: 0.387 | avg_ACC: 86.547% 
